DEPARTEMENT,INSEE_COMM,NOM_COMM,INTERCOMMUNALITE,ETABLISSEMENT PUBLIC,PAT,PAT Nom du projet,PAT Porteur,PAT Avancement,PAT Date labelisation
VOSGES,88124,Darney,CC des Vosges côté Sud Ouest,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88126,Darnieulles,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88127,Deinvillers,CC de la Région de Rambervillers,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88132,Deyvillers,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88133,Dignonville,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88134,Dinozé,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88136,Dogneville,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88138,Dombasle-devant-Darney,CC des Vosges côté Sud Ouest,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88140,Dombrot-le-Sec,CC des Vosges côté Sud Ouest,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88142,Domèvre-sur-Avière,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88143,Domèvre-sur-Durbion,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88149,Dommartin-lès-Vallois,CC des Vosges côté Sud Ouest,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88152,Dompierre,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88153,Domptail,CC de la Région de Rambervillers,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88156,Doncières,CC de la Région de Rambervillers,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88157,Dounoux,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88160,Épinal,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88161,Escles,CC des Vosges côté Sud Ouest,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88162,Esley,CC des Vosges côté Sud Ouest,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88163,Essegney,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88168,Fauconcourt,CC de la Région de Rambervillers,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88171,Fignévelle,CC des Vosges côté Sud Ouest,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88173,Florémont,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88174,Fomerey,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88176,Fontenoy-le-Château,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88179,Fouchécourt,CC des Vosges côté Sud Ouest,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88180,Frain,CC des Vosges côté Sud Ouest,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88187,Frénois,CC des Vosges côté Sud Ouest,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88190,Frizon,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88199,Gignéville,CC des Vosges côté Sud Ouest,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88200,Gigney,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88201,Girancourt,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88208,Godoncourt,CC des Vosges côté Sud Ouest,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88209,Golbey,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88214,Grandrupt-de-Bains,CC des Vosges côté Sud Ouest,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88220,Grignoncourt,CC des Vosges côté Sud Ouest,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88221,Gruey-lès-Surance,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88224,Hadigny-les-Verrières,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88225,Hadol,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88228,Haillainville,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88230,Hardancourt,CC de la Région de Rambervillers,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88238,Hennezel,CC des Vosges côté Sud Ouest,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88239,Hergugney,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88243,Housseras,CC de la Région de Rambervillers,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88247,Igney,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88248,Isches,CC des Vosges côté Sud Ouest,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88250,Jarménil,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88251,Jeanménil,CC de la Région de Rambervillers,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88252,Jésonville,CC des Vosges côté Sud Ouest,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88253,Jeuxey,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88028,La Baffe,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88088,La Chapelle-aux-Bois,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88236,La Haye,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88029,La Vôge-les-Bains,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88258,Lamarche,CC des Vosges côté Sud Ouest,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88260,Langley,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88108,Le Clerjus,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88267,Lerrain,CC des Vosges côté Sud Ouest,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88178,Les Forges,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88471,Les Thons,CC des Vosges côté Sud Ouest,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88491,Les Vallois,CC des Vosges côté Sud Ouest,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88520,Les Voivres,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88271,Lignéville,CC des Vosges côté Sud Ouest,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88272,Lironcourt,CC des Vosges côté Sud Ouest,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88273,Longchamp,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88287,Marey,CC des Vosges côté Sud Ouest,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88289,Martigny-les-Bains,CC des Vosges côté Sud Ouest,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88291,Martinvelle,CC des Vosges côté Sud Ouest,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88294,Mazeley,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88298,Ménarmont,CC de la Région de Rambervillers,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88301,Ménil-sur-Belvitte,CC de la Région de Rambervillers,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88310,Monthureux-sur-Saône,CC des Vosges côté Sud Ouest,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88307,Mont-lès-Lamarche,CC des Vosges côté Sud Ouest,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88311,Montmotier,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88313,Moriville,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88314,Morizécourt,CC des Vosges côté Sud Ouest,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88318,Moyemont,CC de la Région de Rambervillers,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88327,Nomexy,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88330,Nonville,CC des Vosges côté Sud Ouest,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88333,Nossoncourt,CC de la Région de Rambervillers,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88338,Ortoncourt,CC de la Région de Rambervillers,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88340,Padoux,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88342,Pallegney,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88353,Pont-lès-Bonfays,CC des Vosges côté Sud Ouest,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88355,Portieux,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88358,Pouxeux,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88360,Provenchères-lès-Darney,CC des Vosges côté Sud Ouest,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88367,Rambervillers,CC de la Région de Rambervillers,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88371,Raon-aux-Bois,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88377,Regnévelle,CC des Vosges côté Sud Ouest,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88379,Rehaincourt,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88381,Relanges,CC des Vosges côté Sud Ouest,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88388,Renauvoid,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88390,Robécourt,CC des Vosges côté Sud Ouest,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88394,Romain-aux-Bois,CC des Vosges côté Sud Ouest,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88395,Romont,CC de la Région de Rambervillers,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88402,Roville-aux-Chênes,CC de la Région de Rambervillers,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88404,Rozières-sur-Mouzon,CC des Vosges côté Sud Ouest,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88406,Rugney,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88411,Saint-Baslemont,CC des Vosges côté Sud Ouest,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88412,Saint-Benoît-la-Chipotte,CC de la Région de Rambervillers,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88410,Sainte-Barbe,CC de la Région de Rambervillers,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88418,Sainte-Hélène,CC de la Région de Rambervillers,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88416,Saint-Genest,CC de la Région de Rambervillers,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88417,Saint-Gorgon,CC de la Région de Rambervillers,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88421,Saint-Julien,CC des Vosges côté Sud Ouest,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88425,Saint-Maurice-sur-Mortagne,CC de la Région de Rambervillers,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88432,Saint-Pierremont,CC de la Région de Rambervillers,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88439,Sanchey,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88441,Sans-Vallois,CC des Vosges côté Sud Ouest,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88449,Savigny,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88450,Senaide,CC des Vosges côté Sud Ouest,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88452,Senonges,CC des Vosges côté Sud Ouest,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88454,Sercœur,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88455,Serécourt,CC des Vosges côté Sud Ouest,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88456,Serocourt,CC des Vosges côté Sud Ouest,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
VOSGES,88458,Socourt,CA d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),oui,Pays d'Épinal,PETR du Pays d'Epinal Cœur des Vosges (Syndicat Mixte),PAT Labelisé,
